date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:17:22	185308/185308	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222d3dc-6614d8f1-4de6bc1dd6ca0f1b;gz%22	https://richwaycleaning.online/fonts/rt-icons-23dab.eot?wz19bt	C:/c/c/richwaycleaning.online/fonts/rt-icons-23dab3dab.eot	(from https://richwaycleaning.online/css/fonts.css)
10:17:22	185308/185308	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222d3dc-6614d8f1-bc185f76f16b9086;gz%22	https://richwaycleaning.online/fonts/rt-icons-2d41d.eot?	C:/c/c/richwaycleaning.online/fonts/rt-icons-2d41dd41d.eot	(from https://richwaycleaning.online/css/fonts.css)
10:17:22	185132/185132	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222d32c-6614d8f1-9060a8b547aede95;gz%22	https://richwaycleaning.online/fonts/rt-icons-23dab.ttf?wz19bt	C:/c/c/richwaycleaning.online/fonts/rt-icons-23dab3dab.ttf	(from https://richwaycleaning.online/css/fonts.css)
10:17:23	185208/185208	---M--	200	added ('OK')	application/font-woff	etag:%222d378-6614d8f1-635d76b3db7c31dd;;;%22	https://richwaycleaning.online/fonts/rt-icons-23dab.woff?wz19bt	C:/c/c/richwaycleaning.online/fonts/rt-icons-23dab3dab.woff	(from https://richwaycleaning.online/css/fonts.css)
10:17:24	663427/663427	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a1f83-6614d8f1-c25fcdd79ebe178b;gz%22	https://richwaycleaning.online/fonts/rt-icons-23dab.svg?wz19bt	C:/c/c/richwaycleaning.online/fonts/rt-icons-23dab3dab.svg	(from https://richwaycleaning.online/css/fonts.css)
10:17:24	26559/26559	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267bf-6614d8f1-a326a8537d5d34c7;gz%22	https://richwaycleaning.online/fonts/socicon.eot	C:/c/c/richwaycleaning.online/fonts/socicon.eot	(from https://richwaycleaning.online/css/fonts.css)
10:17:24	26559/26559	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267bf-6614d8f1-7c83ef9394303b5b;gz%22	https://richwaycleaning.online/fonts/socicond41d.eot?	C:/c/c/richwaycleaning.online/fonts/socicond41dd41d.eot	(from https://richwaycleaning.online/css/fonts.css)
10:17:24	28568/28568	---M--	200	added ('OK')	application/font-woff	etag:%226f98-6614d8f1-b2fecb040f111579;;;%22	https://richwaycleaning.online/fonts/socicon.woff	C:/c/c/richwaycleaning.online/fonts/socicon.woff	(from https://richwaycleaning.online/css/fonts.css)
10:17:25	25020/25020	---M--	200	added ('OK')	font/woff2	etag:%2261bc-6614d8f1-9ea2e763b71ddfb8;;;%22	https://richwaycleaning.online/fonts/socicon.woff2	C:/c/c/richwaycleaning.online/fonts/socicon.woff2	(from https://richwaycleaning.online/css/fonts.css)
10:17:25	40596/40596	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%229e94-6614d8f1-32a815a1ca689746;gz%22	https://richwaycleaning.online/fonts/socicon.ttf	C:/c/c/richwaycleaning.online/fonts/socicon.ttf	(from https://richwaycleaning.online/css/fonts.css)
10:17:25	64969/64969	---M-Z	200	added ('OK')	image/svg+xml	etag:%22fdc9-6614d8f1-b8bf946ded504107;gz%22	https://richwaycleaning.online/fonts/socicon.svg	C:/c/c/richwaycleaning.online/fonts/socicon.svg	(from https://richwaycleaning.online/css/fonts.css)
10:17:25	14896/14896	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%223a30-6614d8f1-1b146dd5c887ab97;gz%22	https://richwaycleaning.online/fonts/fontello6325.eot?81703720	C:/c/c/richwaycleaning.online/fonts/fontello63256325.eot	(from https://richwaycleaning.online/css/fonts.css)
10:17:26	8372/8372	---M--	200	added ('OK')	application/font-woff	etag:%2220b4-6614d8f1-e14fc3f8173bd8ff;;;%22	https://richwaycleaning.online/fonts/fontello6325.woff?81703720	C:/c/c/richwaycleaning.online/fonts/fontello63256325.woff	(from https://richwaycleaning.online/css/fonts.css)
